timestamp,reg_40001_hex,reg_40002_hex,reg_40003_hex
2026-06-30 09:09:39,DA58,4027,01CC
2026-06-30 09:09:40,3CFB,401B,01CE
2026-06-30 09:09:41,98AF,4013,01CB
2026-06-30 09:09:42,6AE7,401D,01CD
2026-06-30 09:09:43,F4A6,4025,01C9
2026-06-30 09:09:44,9B9A,4022,01CE
2026-06-30 09:09:45,B2B3,4019,01CC
2026-06-30 09:09:46,E49D,4030,01CB
2026-06-30 09:09:47,CE6D,402A,01CC
2026-06-30 09:09:48,80E4,401B,01CF
2026-06-30 09:09:49,B468,401B,01CD
2026-06-30 09:09:50,D00E,4019,01D1
2026-06-30 09:09:51,7077,401E,01CD
2026-06-30 09:09:52,703D,4012,01CA
2026-06-30 09:09:53,3468,4032,01CD
2026-06-30 09:09:54,8E7F,3FFD,01CC
2026-06-30 09:09:55,DCEA,4019,01CD
2026-06-30 09:09:56,81CC,403E,01C9
2026-06-30 09:09:57,4261,403D,01CE
2026-06-30 09:09:58,CE92,4027,01CE
2026-06-30 09:09:59,DDE3,401C,01CC
2026-06-30 09:10:00,DD94,402D,01E0
2026-06-30 09:10:01,0E7E,4026,01E0
2026-06-30 09:10:02,BE92,4028,01E0
2026-06-30 09:10:03,E41D,4027,01E0
2026-06-30 09:10:04,CBCD,4027,01E0
2026-06-30 09:10:05,FAB7,402B,01E0
2026-06-30 09:10:06,ECBE,401C,01E0
2026-06-30 09:10:07,8FF0,400F,01E0
2026-06-30 09:10:08,8E38,402B,01E0
2026-06-30 09:10:09,2C2F,402D,01E0
2026-06-30 09:10:10,7781,403F,01E0
2026-06-30 09:10:11,330C,403B,01E0
2026-06-30 09:10:12,0099,4005,01E0
2026-06-30 09:10:13,0096,4028,01E0
2026-06-30 09:10:14,BEAB,4012,01E0
2026-06-30 09:10:15,3D4D,3FE5,01E0
2026-06-30 09:10:16,8365,4017,01E0
2026-06-30 09:10:17,FF8E,4008,01E0
2026-06-30 09:10:18,44E7,400F,01E0
2026-06-30 09:10:19,01EE,4028,01E0
2026-06-30 09:10:20,4872,401D,01E0
2026-06-30 09:10:21,CB85,4015,01E0
2026-06-30 09:10:22,C4D4,402B,01E0
2026-06-30 09:10:23,00C0,4020,01E0
2026-06-30 09:10:24,F5D4,403D,01E0
2026-06-30 09:10:25,31C2,3FF9,01E0
2026-06-30 09:10:26,DC6F,4012,01E0
2026-06-30 09:10:27,F181,4029,01E0
2026-06-30 09:10:28,2BDC,4004,01E0
2026-06-30 09:10:29,5DC2,403E,01E0
2026-06-30 09:10:30,D16D,402C,01E0
2026-06-30 09:10:31,EB38,400E,01E0
2026-06-30 09:10:32,5EF0,4022,01E0
2026-06-30 09:10:33,7116,402C,01E0
2026-06-30 09:10:34,BD94,4022,01E0
2026-06-30 09:10:35,46F2,4026,01E0
2026-06-30 09:10:36,C8A6,4036,01E0
2026-06-30 09:10:37,4D75,4021,01E0
2026-06-30 09:10:38,5E15,402C,01E0
2026-06-30 09:10:39,541C,4023,01E0
2026-06-30 09:10:40,E562,401F,01E0
2026-06-30 09:10:41,8E2E,4027,01E0
2026-06-30 09:10:42,03B7,401D,01E0
2026-06-30 09:10:43,522B,402C,01E0
2026-06-30 09:10:44,420D,4009,01E0
2026-06-30 09:10:45,153B,4036,01E0
2026-06-30 09:10:46,2A34,4029,01E0
2026-06-30 09:10:47,C24F,4021,01E0
2026-06-30 09:10:48,A9CF,401F,01E0
2026-06-30 09:10:49,9186,4019,01E0
2026-06-30 09:10:50,1D94,4022,01E0
2026-06-30 09:10:51,E996,402D,01E0
2026-06-30 09:10:52,AFEA,4029,01E0
2026-06-30 09:10:53,85AC,4013,01E0
2026-06-30 09:10:54,C2BF,401B,01E0
2026-06-30 09:10:55,2ACA,4014,01E0
2026-06-30 09:10:56,BEA1,401A,01E0
2026-06-30 09:10:57,225B,401E,01E0
2026-06-30 09:10:58,D0F6,4011,01E0
2026-06-30 09:10:59,8643,400E,01E0
2026-06-30 09:11:00,7417,4026,01E0
2026-06-30 09:11:01,D40D,401E,01E0
2026-06-30 09:11:02,8333,4031,01E0
2026-06-30 09:11:03,55E8,4021,01E0
2026-06-30 09:11:04,7222,402B,01E0
2026-06-30 09:11:05,3D27,4030,01E0
2026-06-30 09:11:06,C240,4014,01E0
2026-06-30 09:11:07,F6E1,4020,01E0
2026-06-30 09:11:08,A0A8,4008,01E0
2026-06-30 09:11:09,00A8,4031,01E0
2026-06-30 09:11:10,2A1D,402A,01E0
2026-06-30 09:11:11,F292,4029,01E0
2026-06-30 09:11:12,041D,4025,01E0
2026-06-30 09:11:13,447B,400E,01E0
2026-06-30 09:11:14,466C,401E,01E0
2026-06-30 09:11:15,6F32,4018,01E0
2026-06-30 09:11:16,BD8C,4024,01E0
2026-06-30 09:11:17,2040,4025,01E0
2026-06-30 09:11:18,3768,402D,01E0
2026-06-30 09:11:19,CBA5,401F,01E0
2026-06-30 09:11:20,AB48,4023,01E0
2026-06-30 09:11:21,1DAE,400F,01E0
2026-06-30 09:11:22,59EE,402B,01E0
2026-06-30 09:11:23,068B,4021,01E0
2026-06-30 09:11:24,D2C1,401E,01E0
2026-06-30 09:11:25,7963,4018,01E0
2026-06-30 09:11:26,6E98,4021,01E0
2026-06-30 09:11:27,7A0E,401A,01E0
2026-06-30 09:11:28,F8BA,4028,01E0
2026-06-30 09:11:29,22B0,402A,01E0
2026-06-30 09:11:30,7991,4024,01E0
2026-06-30 09:11:31,3F67,4016,01E0
2026-06-30 09:11:32,4203,4027,01E0
2026-06-30 09:11:33,5E0C,402B,01E0
2026-06-30 09:11:34,7396,401B,01E0
2026-06-30 09:11:35,5EA1,4018,01E0
2026-06-30 09:11:36,5FD6,4028,01E0
2026-06-30 09:11:37,0FF3,4006,01E0
2026-06-30 09:11:38,6601,4039,01E0
2026-06-30 09:11:39,1026,4025,01E0
2026-06-30 09:11:40,D4E2,4016,01E0
2026-06-30 09:11:41,C0AF,4019,01E0
2026-06-30 09:11:42,417B,4017,01E0
2026-06-30 09:11:43,F45E,400D,01E0
2026-06-30 09:11:44,0EA7,402E,01E0
2026-06-30 09:11:45,F72B,4035,01E0
2026-06-30 09:11:46,9AF6,401A,01E0
2026-06-30 09:11:47,DB20,4030,01E0
2026-06-30 09:11:48,0D37,402B,01E0
2026-06-30 09:11:49,5BF8,4028,01E0
2026-06-30 09:11:50,A1CF,4037,01E0
2026-06-30 09:11:51,B4A9,4025,01E0
2026-06-30 09:11:52,3AA3,4028,01E0
2026-06-30 09:11:53,2DF2,4026,01E0
2026-06-30 09:11:54,C8F3,4016,01E0
2026-06-30 09:11:55,7C86,401A,01E0
2026-06-30 09:11:56,D197,400F,01E0
2026-06-30 09:11:57,D364,4029,01E0
2026-06-30 09:11:58,31BD,4010,01E0
2026-06-30 09:11:59,C77B,400D,01E0
2026-06-30 09:12:00,1C35,400E,01E0
2026-06-30 09:12:01,AAFF,402E,01E0
2026-06-30 09:12:02,4E01,4026,01E0
2026-06-30 09:12:03,879D,401D,01E0
2026-06-30 09:12:04,3D09,4002,01E0
2026-06-30 09:12:05,3001,4015,01E0
2026-06-30 09:12:06,FF7A,4027,01E0
2026-06-30 09:12:07,796E,4035,01E0
2026-06-30 09:12:08,CAAE,401B,01E0
2026-06-30 09:12:09,5DE2,4031,01E0
2026-06-30 09:12:10,4CCF,400F,01E0
2026-06-30 09:12:11,AFB0,402E,01E0
2026-06-30 09:12:12,0004,4032,01E0
2026-06-30 09:12:13,6322,4011,01E0
2026-06-30 09:12:14,7928,4039,01E0
2026-06-30 09:12:15,FFB3,402C,01E0
2026-06-30 09:12:16,8A61,4011,01E0
2026-06-30 09:12:17,0EBE,4030,01E0
2026-06-30 09:12:18,FE81,400C,01E0
2026-06-30 09:12:19,6B11,4023,01E0
2026-06-30 09:12:20,3B82,4042,01E0
2026-06-30 09:12:21,E035,403B,01E0
2026-06-30 09:12:22,473E,4000,01E0
2026-06-30 09:12:23,E8F8,4015,01E0
2026-06-30 09:12:24,E7C7,4022,01E0
2026-06-30 09:12:25,4B27,4029,01E0
2026-06-30 09:12:26,571A,4008,01E0
2026-06-30 09:12:27,1811,4036,01E0
2026-06-30 09:12:28,8882,4015,01E0
2026-06-30 09:12:29,5393,4018,01E0
2026-06-30 09:12:30,5A48,402A,01E0
2026-06-30 09:12:31,DD14,4027,01E0
2026-06-30 09:12:32,37AC,401C,01E0
2026-06-30 09:12:33,538D,4025,01E0
2026-06-30 09:12:34,8ABE,4024,01E0
2026-06-30 09:12:35,D1F4,4032,01E0
2026-06-30 09:12:36,D448,4035,01E0
2026-06-30 09:12:37,226E,402C,01E0
2026-06-30 09:12:38,5884,4020,01E0
2026-06-30 09:12:39,A0BE,4003,01E0
2026-06-30 09:12:40,755D,400E,01E0
2026-06-30 09:12:41,EE90,4025,01E0
2026-06-30 09:12:42,0554,4014,01E0
2026-06-30 09:12:43,FB62,4008,01E0
2026-06-30 09:12:44,46DB,3FF6,01E0
2026-06-30 09:12:45,2512,4011,01E0
2026-06-30 09:12:46,9ABE,4025,01E0
2026-06-30 09:12:47,BD19,401C,01E0
2026-06-30 09:12:48,BDFA,4017,01E0
2026-06-30 09:12:49,A51B,404E,01E0
2026-06-30 09:12:50,2FDB,4014,01E0
2026-06-30 09:12:51,D328,4017,01E0
2026-06-30 09:12:52,A489,4037,01E0
2026-06-30 09:12:53,4DFB,401A,01E0
2026-06-30 09:12:54,691E,4036,01E0
2026-06-30 09:12:55,5DE1,4008,01E0
2026-06-30 09:12:56,0F11,4004,01E0
2026-06-30 09:12:57,A95B,401E,01E0
2026-06-30 09:12:58,457D,4017,01E0
2026-06-30 09:12:59,8A86,401F,01E0
2026-06-30 09:13:00,067A,401B,01E0
2026-06-30 09:13:01,70AE,4035,01E0
2026-06-30 09:13:02,130E,401E,01E0
2026-06-30 09:13:03,1CDF,4022,01E0
2026-06-30 09:13:04,584B,4027,01E0
2026-06-30 09:13:05,0F9C,401D,01E0
2026-06-30 09:13:06,04AD,401D,01E0
2026-06-30 09:13:07,389C,4029,01E0
2026-06-30 09:13:08,90E1,401F,01E0
2026-06-30 09:13:09,35EC,4031,01E0
2026-06-30 09:13:10,5B0D,4010,01E0
2026-06-30 09:13:11,ED48,4036,01E0
2026-06-30 09:13:12,DA7F,401E,01E0
2026-06-30 09:13:13,89CC,4007,01E0
2026-06-30 09:13:14,EFCF,4015,01E0
2026-06-30 09:13:15,67D5,4024,01E0
2026-06-30 09:13:16,D53D,4023,01E0
2026-06-30 09:13:17,F8B2,4016,01E0
2026-06-30 09:13:18,3E40,401A,01E0
2026-06-30 09:13:19,A22E,4019,01E0
2026-06-30 09:13:20,6418,400E,01E0
2026-06-30 09:13:21,184A,4018,01E0
2026-06-30 09:13:22,F3A0,4010,01E0
2026-06-30 09:13:23,70EB,4033,01E0
2026-06-30 09:13:24,E1A5,4032,01E0
2026-06-30 09:13:25,D774,402D,01E0
2026-06-30 09:13:26,0B55,4035,01E0
2026-06-30 09:13:27,95E5,4014,01E0
2026-06-30 09:13:28,E066,4018,01E0
2026-06-30 09:13:29,08F9,4036,01E0
2026-06-30 09:13:30,C5C7,4012,01E0
2026-06-30 09:13:31,2666,4012,01E0
2026-06-30 09:13:32,D27C,401D,01E0
2026-06-30 09:13:33,23B0,401C,01E0
2026-06-30 09:13:34,C1F6,4012,01E0
2026-06-30 09:13:35,3F8B,400B,01E0
2026-06-30 09:13:36,13DC,4020,01E0
2026-06-30 09:13:37,66EE,4039,01E0
2026-06-30 09:13:38,1FC3,402F,01E0
2026-06-30 09:13:39,6212,4012,01E0
2026-06-30 09:13:40,357A,4023,01E0
2026-06-30 09:13:41,B9A4,4022,01E0
2026-06-30 09:13:42,6488,4028,01E0
2026-06-30 09:13:43,3A33,4029,01E0
2026-06-30 09:13:44,3C38,4003,01E0
2026-06-30 09:13:45,118F,4032,01E0
2026-06-30 09:13:46,2015,4020,01E0
2026-06-30 09:13:47,1237,3FE2,01E0
2026-06-30 09:13:48,45E5,4019,01E0
2026-06-30 09:13:49,5E85,4031,01E0
2026-06-30 09:13:50,6B18,,01E0
2026-06-30 09:13:51,EEE4,4022,01E0
2026-06-30 09:13:52,93F0,4037,01E0
2026-06-30 09:13:53,0D4E,4015,01E0
2026-06-30 09:13:54,F67E,400A,01E0
2026-06-30 09:13:55,DBE7,4012,01E0
2026-06-30 09:13:56,E3D2,402B,01E0
2026-06-30 09:13:57,ACA9,401B,01E0
2026-06-30 09:13:58,D092,400B,01E0
2026-06-30 09:13:59,2EDA,401A,01E0
2026-06-30 09:14:00,F4A9,401A,01C4
2026-06-30 09:14:01,21BA,4026,01C7
2026-06-30 09:14:02,370A,402F,01C6
2026-06-30 09:14:03,B65D,401D,01C3
2026-06-30 09:14:04,CCBF,4010,01C4
2026-06-30 09:14:05,C798,4020,01C6
2026-06-30 09:14:06,39B2,4034,01C3
2026-06-30 09:14:07,1F49,401B,01C5
2026-06-30 09:14:08,68A5,4038,01C5
2026-06-30 09:14:09,18E8,4011,01C4
2026-06-30 09:14:10,F7BF,4005,01C5
2026-06-30 09:14:11,8A9F,4026,01C3
2026-06-30 09:14:12,2005,400C,01C3
2026-06-30 09:14:13,0705,4032,01C3
2026-06-30 09:14:14,EB6C,4019,01C4
2026-06-30 09:14:15,5ED1,402C,01C4
2026-06-30 09:14:16,9F42,402E,01C4
2026-06-30 09:14:17,91B9,4026,01C4
2026-06-30 09:14:18,9475,4000,01C2
2026-06-30 09:14:19,A1A2,401A,01C8
2026-06-30 09:14:20,4DA4,4029,01C4
2026-06-30 09:14:21,051E,401E,01C4
2026-06-30 09:14:22,2C86,403D,01C3
2026-06-30 09:14:23,5E1A,4015,01C0
2026-06-30 09:14:24,305E,4031,01C6
2026-06-30 09:14:25,2E01,404C,01C1
2026-06-30 09:14:26,152E,401E,01C4
2026-06-30 09:14:27,04EB,4019,01C3
2026-06-30 09:14:28,B0E3,401F,01C3
2026-06-30 09:14:29,C161,3FFB,01C0
2026-06-30 09:14:30,64F3,401B,01C1
2026-06-30 09:14:31,4190,4023,01C2
2026-06-30 09:14:32,2929,4018,01C3
2026-06-30 09:14:33,9F09,401A,01C5
2026-06-30 09:14:34,0D34,402D,01C4
2026-06-30 09:14:35,F414,401C,01C3
2026-06-30 09:14:36,C59B,403A,01C4
2026-06-30 09:14:37,4CF6,4016,01C3
2026-06-30 09:14:38,A568,4024,01C0
2026-06-30 09:14:39,3BCE,401A,01C1
2026-06-30 09:14:40,2839,4017,01C5
2026-06-30 09:14:41,CB6C,4018,01C5
2026-06-30 09:14:42,3F5A,4020,01C4
2026-06-30 09:14:43,B100,4029,01C3
2026-06-30 09:14:44,944F,4020,01C3
2026-06-30 09:14:45,15F6,4002,01C1
2026-06-30 09:14:46,0E0C,401E,01C1
2026-06-30 09:14:47,5763,4024,01C2
2026-06-30 09:14:48,EE46,4025,01C2
2026-06-30 09:14:49,2ACF,4023,01C3
2026-06-30 09:14:50,CCE4,4024,01C1
2026-06-30 09:14:51,2F1D,4015,01C4
2026-06-30 09:14:52,D285,400A,01C4
2026-06-30 09:14:53,CCD4,4029,01C3
2026-06-30 09:14:54,D104,4018,01BF
2026-06-30 09:14:55,35A9,4020,01C2
2026-06-30 09:14:56,59E6,4017,01C1
2026-06-30 09:14:57,7619,4011,01C1
2026-06-30 09:14:58,B197,401F,01C3
2026-06-30 09:14:59,1BBF,4021,01BF
2026-06-30 09:15:00,2068,401D,01C2
2026-06-30 09:15:01,DF54,4023,01C1
2026-06-30 09:15:02,969E,4025,01C4
2026-06-30 09:15:03,104E,4027,01C2
2026-06-30 09:15:04,D671,400E,01C3
2026-06-30 09:15:05,3C00,461C,01C0
2026-06-30 09:15:06,337F,4040,01C3
2026-06-30 09:15:07,A1C9,401D,01C3
2026-06-30 09:15:08,F0F6,4004,01BF
2026-06-30 09:15:09,BB3A,4031,01C3
2026-06-30 09:15:10,C399,4003,01C0
2026-06-30 09:15:11,B4F0,401A,01C4
2026-06-30 09:15:12,7D09,402B,01C2
2026-06-30 09:15:13,C37A,4017,01C1
2026-06-30 09:15:14,76A3,4023,01C3
2026-06-30 09:15:15,31F6,4025,01C0
2026-06-30 09:15:16,7CED,402E,01C1
2026-06-30 09:15:17,CDA6,401A,01C0
2026-06-30 09:15:18,88F6,400F,01C0
2026-06-30 09:15:19,66CB,400B,01BF
2026-06-30 09:15:20,E16A,4029,01C1
2026-06-30 09:15:21,B0BC,402C,01C3
2026-06-30 09:15:22,2452,4032,01C2
2026-06-30 09:15:23,E2D1,4035,01C2
2026-06-30 09:15:24,27FB,4042,01C2
2026-06-30 09:15:25,8982,401B,01C2
2026-06-30 09:15:26,B34F,401E,01C3
2026-06-30 09:15:27,9B48,402A,01BE
2026-06-30 09:15:28,0B90,401D,01C0
2026-06-30 09:15:29,DC45,401D,01C1
2026-06-30 09:15:30,4402,4017,01BF
2026-06-30 09:15:31,EAEE,4039,01BE
2026-06-30 09:15:32,AEAC,4010,01C2
2026-06-30 09:15:33,6AB4,4012,01C0
2026-06-30 09:15:34,F81C,4028,01C0
2026-06-30 09:15:35,556D,4027,01C0
2026-06-30 09:15:36,5C56,4018,01C0
2026-06-30 09:15:37,09A4,4019,01C1
2026-06-30 09:15:38,C7DF,4001,01C0
2026-06-30 09:15:39,C85D,4018,01C2
2026-06-30 09:15:40,1E57,4028,01C1
2026-06-30 09:15:41,0F52,402D,01BE
2026-06-30 09:15:42,9A66,4027,01BF
2026-06-30 09:15:43,54A5,401F,01BF
2026-06-30 09:15:44,13C7,400C,01BF
2026-06-30 09:15:45,FCE0,402B,01C0
2026-06-30 09:15:46,2B6E,4012,01C3
2026-06-30 09:15:47,93F1,403B,01BE
2026-06-30 09:15:48,9741,401C,01C2
2026-06-30 09:15:49,7625,4002,01BE
2026-06-30 09:15:50,DDCF,4036,01BF
2026-06-30 09:15:51,BD24,4045,01BF
2026-06-30 09:15:52,AF7F,3FF1,01BF
2026-06-30 09:15:53,071D,402B,01C1
2026-06-30 09:15:54,8F87,401D,01BE
2026-06-30 09:15:55,3CBF,401D,01C1
2026-06-30 09:15:56,3F58,4023,01BC
2026-06-30 09:15:57,7A30,401C,01C2
2026-06-30 09:15:58,8D0D,4008,01C0
2026-06-30 09:15:59,B477,4026,01BF
2026-06-30 09:16:00,9019,400C,01C1
2026-06-30 09:16:01,EE67,401C,01C0
2026-06-30 09:16:02,2E3C,401B,01C3
2026-06-30 09:16:03,BA4E,4021,01C0
2026-06-30 09:16:04,7B82,4019,01BF
2026-06-30 09:16:05,AB19,4009,01BF
2026-06-30 09:16:06,C471,4018,01BE
2026-06-30 09:16:07,77BE,4022,01BC
2026-06-30 09:16:08,05E9,401B,01BF
2026-06-30 09:16:09,6822,4039,01C0
2026-06-30 09:16:10,E7C3,4001,01BD
2026-06-30 09:16:11,A6D1,4022,01BC
2026-06-30 09:16:12,20F8,4039,01C0
2026-06-30 09:16:13,4109,401C,01C1
2026-06-30 09:16:14,C187,401A,01C0
2026-06-30 09:16:15,DF2B,4020,01BE
2026-06-30 09:16:16,5C40,4015,01C2
2026-06-30 09:16:17,A6D7,402C,01BD
2026-06-30 09:16:18,9999,4031,01BD
2026-06-30 09:16:19,5FDE,3FF7,01BE
2026-06-30 09:16:20,CD43,403C,01C0
2026-06-30 09:16:21,8DD4,4013,01BD
2026-06-30 09:16:22,1C1B,4027,01BF
2026-06-30 09:16:23,D6E8,401C,01C0
2026-06-30 09:16:24,72E4,4030,01BE
2026-06-30 09:16:25,081B,4021,01BF
2026-06-30 09:16:26,093D,402A,01C0
2026-06-30 09:16:27,EA79,400B,01BF
2026-06-30 09:16:28,D218,4033,01BE
2026-06-30 09:16:29,1344,3FEF,01C0
2026-06-30 09:16:30,B3C6,4024,01BD
2026-06-30 09:16:31,C7C8,402E,01BD
2026-06-30 09:16:32,FE95,401E,01BF
2026-06-30 09:16:33,2F13,4028,01BF
2026-06-30 09:16:34,5BE3,4014,01BE
2026-06-30 09:16:35,A558,402D,01BE
2026-06-30 09:16:36,5B58,401E,01BD
2026-06-30 09:16:37,8BD7,4013,01BE
2026-06-30 09:16:38,CC52,400D,01BC
2026-06-30 09:16:39,E637,402C,01BE
2026-06-30 09:16:41,47A4,4023,01BF
2026-06-30 09:16:40,DDB6,4027,01BD
2026-06-30 09:16:42,E4D8,4028,01C0
2026-06-30 09:16:43,1ACC,4036,01C0
2026-06-30 09:16:44,821C,401B,01BF
2026-06-30 09:16:45,BC96,4034,01BC
2026-06-30 09:16:46,DBB1,4004,01BD
2026-06-30 09:16:47,651F,4013,01BD
2026-06-30 09:16:48,5070,403D,01BC
2026-06-30 09:16:49,66F5,4024,01C0
2026-06-30 09:16:50,5E7D,401F,01BD
2026-06-30 09:16:51,B66F,402A,01BD
2026-06-30 09:16:52,444E,4024,01BD
2026-06-30 09:16:53,ABD3,4015,01BE
2026-06-30 09:16:54,50E8,4044,01BF
2026-06-30 09:16:55,2321,401F,01BB
2026-06-30 09:16:56,D6BB,400E,01C0
2026-06-30 09:16:57,7F6C,4031,01BC
2026-06-30 09:16:58,A27E,4023,01C0
2026-06-30 09:16:59,BC06,400A,01BD
2026-06-30 09:17:00,8281,400B,01BC
2026-06-30 09:17:01,1BB5,4008,01C0
2026-06-30 09:17:02,84A6,4017,01BB
2026-06-30 09:17:03,7DE4,4028,01BF
2026-06-30 09:17:04,09D5,4003,01BE
2026-06-30 09:17:05,7488,401E,01BD
2026-06-30 09:17:06,81BD,4022,01BF
2026-06-30 09:17:07,66DA,4014,01BA
2026-06-30 09:17:08,C65E,4030,01BB
2026-06-30 09:17:09,AD4F,4034,01BF
2026-06-30 09:17:10,9670,4005,01BC
2026-06-30 09:17:11,07CC,4027,01BD
2026-06-30 09:17:12,59F1,4008,01BC
2026-06-30 09:17:13,50FA,4022,01BD
2026-06-30 09:17:14,107A,4018,01BB
2026-06-30 09:17:15,D5D6,4012,01BC
2026-06-30 09:17:16,0A46,4011,01BE
2026-06-30 09:17:17,4C81,4021,01BD
2026-06-30 09:17:18,E2D5,401F,01BB
2026-06-30 09:17:19,2923,401E,01BE
2026-06-30 09:17:20,246A,4018,01BB
2026-06-30 09:17:21,C2A9,4028,01BB
2026-06-30 09:17:22,E22E,4032,01BD
2026-06-30 09:17:23,5D4E,4015,01BD
2026-06-30 09:17:24,63C2,4048,01BA
2026-06-30 09:17:25,8807,4000,01BB
2026-06-30 09:17:26,DBEE,402C,01BC
2026-06-30 09:17:27,D5A4,401C,01BD
2026-06-30 09:17:28,325E,4019,01BC
2026-06-30 09:17:29,0933,403C,01BC
2026-06-30 09:17:30,93DA,4022,01BE
2026-06-30 09:17:31,C3BF,4022,01BC
2026-06-30 09:17:32,F50E,402A,01BC
2026-06-30 09:17:33,9951,4027,01BB
2026-06-30 09:17:34,3D4F,4039,01BE
2026-06-30 09:17:35,BBFA,4028,01BC
2026-06-30 09:17:36,1809,4003,01BC
2026-06-30 09:17:37,571C,4015,01BB
2026-06-30 09:17:38,6D6D,3FFE,01BB
2026-06-30 09:17:39,8F32,4029,01BD
2026-06-30 09:17:40,B79E,403B,01BC
2026-06-30 09:17:41,7848,3FF1,01BE
2026-06-30 09:17:42,9F1D,401C,01BD
2026-06-30 09:17:43,47C3,401C,01BC
2026-06-30 09:17:44,941F,401C,01BA
2026-06-30 09:17:45,AA15,4026,01BA
2026-06-30 09:17:46,B65A,400F,01BA
2026-06-30 09:17:47,5542,4016,01BA
2026-06-30 09:17:48,2773,403E,01BC
2026-06-30 09:17:49,91A5,401C,01B9
2026-06-30 09:17:50,50BB,4020,01BA
2026-06-30 09:17:51,146E,401D,01B9
2026-06-30 09:17:52,A242,402D,01BB
2026-06-30 09:17:53,585A,4003,01BC
2026-06-30 09:17:54,2BF5,4033,01BD
2026-06-30 09:17:55,F243,4026,01BC
2026-06-30 09:17:56,AB96,400B,01BC
2026-06-30 09:17:57,23F7,400F,01BB
2026-06-30 09:17:58,9E25,402C,01BB
2026-06-30 09:17:59,B21A,402B,01BD
2026-06-30 09:18:00,8170,4016,01BA
2026-06-30 09:18:01,68C7,4031,01BC
2026-06-30 09:18:02,DC75,4015,01B8
2026-06-30 09:18:03,D6D8,4034,01BB
2026-06-30 09:18:04,A49F,4020,01BB
2026-06-30 09:18:05,95AE,4024,01BC
2026-06-30 09:18:06,AB77,4016,01BC
2026-06-30 09:18:07,6C0C,401C,01BB
2026-06-30 09:18:08,2EF0,401D,01BA
2026-06-30 09:18:09,0958,4016,01BA
2026-06-30 09:18:10,D898,402B,01BD
2026-06-30 09:18:11,64FD,4020,01BB
2026-06-30 09:18:12,E63A,400B,01BA
2026-06-30 09:18:13,0972,4018,01BB
2026-06-30 09:18:14,23B0,400A,01B8
2026-06-30 09:18:15,02C6,4022,01BB
2026-06-30 09:18:16,333C,4028,01BA
2026-06-30 09:18:17,9C7C,400E,01BB
2026-06-30 09:18:18,5A16,4027,01BC
2026-06-30 09:18:19,3118,4004,01BA
2026-06-30 09:18:20,023C,404A,01BB
2026-06-30 09:18:21,ABB8,4023,01B8
2026-06-30 09:18:22,D31F,4022,01B9
2026-06-30 09:18:23,5DAB,401A,01B9
2026-06-30 09:18:24,37B1,401A,01B9
2026-06-30 09:18:25,E1F4,402D,01B9
2026-06-30 09:18:26,A1C4,4039,01BC
2026-06-30 09:18:27,B395,4025,01BB
2026-06-30 09:18:28,E919,402C,01BB
2026-06-30 09:18:29,2A11,4029,01BC
2026-06-30 09:18:30,421D,4014,01BB
2026-06-30 09:18:31,5E03,400D,01BA
2026-06-30 09:18:32,A71A,403C,01B7
2026-06-30 09:18:33,40CA,401C,01BA
2026-06-30 09:18:34,4694,402F,01BB
2026-06-30 09:18:35,956A,403E,01BB
2026-06-30 09:18:36,3935,4012,01B9
2026-06-30 09:18:37,69D7,401F,01B9
2026-06-30 09:18:38,49AF,4024,01B8
2026-06-30 09:18:39,4331,4026,01BA
2026-06-30 09:18:40,1FA5,402C,01BA
2026-06-30 09:18:41,62DA,4046,01BA
2026-06-30 09:18:42,3EB9,4008,01B9
2026-06-30 09:18:43,DE50,401F,01BA
2026-06-30 09:18:44,C360,4001,01B9
2026-06-30 09:18:45,3192,402E,01BA
2026-06-30 09:18:46,4B0D,402B,01BA
2026-06-30 09:18:47,A682,4010,01B8
2026-06-30 09:18:48,4316,4027,01BA
2026-06-30 09:18:49,20E3,402E,01BB
2026-06-30 09:18:50,1977,402E,01B9
2026-06-30 09:18:51,0809,402C,01B9
2026-06-30 09:18:52,D4C2,4033,01B8
2026-06-30 09:18:53,7239,3FFE,01B9
2026-06-30 09:18:54,7033,4014,01BA
2026-06-30 09:18:55,B3B5,4014,01B8
2026-06-30 09:18:56,CACD,4024,01BA
2026-06-30 09:18:57,4D48,400D,01B8
2026-06-30 09:18:58,C34B,3FEE,01BC
2026-06-30 09:18:59,1A8D,401E,01B9
2026-06-30 09:19:00,596F,401F,01BB
2026-06-30 09:19:01,B4C7,402C,01B8
2026-06-30 09:19:02,F7FD,401B,01B8
2026-06-30 09:19:03,8F74,401B,01B9
2026-06-30 09:19:04,9000,4021,01BB
2026-06-30 09:19:05,1C9F,400C,01BA
2026-06-30 09:19:06,B404,4027,01BA
2026-06-30 09:19:07,0BDF,4013,01B9
2026-06-30 09:19:08,1A8F,403E,01B7
2026-06-30 09:19:09,9809,4023,01B7
2026-06-30 09:19:10,0426,4015,FE0C
2026-06-30 09:19:11,F609,4020,01B7
2026-06-30 09:19:12,2291,400D,01BA
2026-06-30 09:19:13,754A,401C,01B9
2026-06-30 09:19:14,DB15,4025,01B9
2026-06-30 09:19:15,3EE1,401F,01B8
2026-06-30 09:19:16,A504,4011,01B8
2026-06-30 09:19:17,E506,4019,01B8
2026-06-30 09:19:18,6B86,402F,01B9
